#,A,Z,Q[MeV],Egamma[MeV],Eelec[MeV],Eneutrino[MeV],tau[s]
329,153,60,3.318,0.38288824,1.19299006,1.7421217,45.58916329209124
330,154,60,2.687,0.41081210000000024,0.8616698999999999,1.4145179999999997,37.36580155902415
331,155,60,4.656,0.6924241340000001,0.8798195700000001,1.2677535999999998,12.839985863911778
332,147,61,0.22406000000000004,-0.0008703976477311415,0.0617723548779072,0.16315804276982399,119435585.8662907
333,149,61,1.0715,0.011763753299100002,0.36209286373899996,0.69052848202,275681.7099733903
334,150,61,3.454,1.315594026,0.8292407039999999,1.30916527,14012.608393146324
335,151,61,1.19,0.219231591,0.32535899999999995,0.645409409,147501.14098048763
336,152,61,3.509,0.28213987382,1.3184544900000004,1.89728254,356.6342141077518
337,153,61,1.912,0.05773986756919999,0.679777051,1.12206662,454.4489378800235
338,154,61,4.189,1.76748701845,0.0,0.0,231.9853625749453
339,155,61,3.251,0.11962260000000001,0.4786164179999999,0.731986174,59.871844196891985
340,156,61,5.194,1.6941388400000004,1.298634,1.861128,38.51995759173532
341,157,61,4.381,0.34490309667499996,1.3880904,1.9565942000000003,15.234859631787455
342,153,62,0.8074,0.03134139072521644,0.2244447620448,0.47788152031799996,240385.3101810172
343,155,62,1.6270999999999998,0.09525708803359997,0.55467521334,0.9650144504000001,1919.9385604150323
344,156,62,0.722,0.08792959,0.1641464,0.3639382,48820.80018368252
345,157,62,2.781,0.40051657536799995,0.8742766000000001,1.3524776,695.0904707003027
346,159,62,3.836,0.4147765352,1.3719979999999998,0.0,16.403442614907515
347,152,63,1.8188,1.1376189475957,0.08309667027999999,0.16143235516,615388737.5751512
348,155,63,0.252,0.022317752309972,0.046868212,0.12667568,216389928.95573673
349,156,63,2.452,1.2207911432783,0.428884504,0.7304083819999999,1893416.0547833298
350,157,63,1.365,0.2508461522784,0.376793,0.7155980000000001,78840.39859450007
351,158,63,3.4195,1.2797786208,0.825309783,1.3047419999999996,3973.182142608205
352,159,63,2.518,0.23080862349999998,0.8674436999999999,1.3708192,1566.7668144054144
353,159,64,0.9707000000000001,0.04518383647717081,0.302917495593,0.6057458523,95974.42197811375
354,161,64,1.9556,0.36253060145124805,0.5588599000000001,0.9744624,316.81583097921634
355,162,64,1.599,0.41682611,0.40087120000000004,0.7552912,727.1183006080375
356,161,65,0.5937,0.0008116416991200001,0.1556952722,0.35855027070000006,858830.5870610364
357,162,65,2.3016,1.08460783892,0.39952158179999997,0.7555121790000002,669.9875769888343
358,163,65,1.785,0.7781603200000001,0.33992082999999995,0.66691885,1687.9531978400873
359,164,65,3.8626999999999994,1.460388999999999,0.9131010000000002,1.4892100000000001,259.68510736001343
360,165,66,1.2857,0.0191562367008,0.4384867115899999,0.8143946051000001,12106.519705123828
361,166,66,0.4859,0.00464822364,0.1279761992,0.30673745,423806.0952115419
362,167,66,2.368,0.4098778199999997,0.7282816900000001,1.22984049,536.6825552106944
363,168,66,1.5,0.37363339999999995,0.36877,0.7108,753.0868113440389
364,169,66,3.2,0.31564,1.158,1.726,56.265106594669575
365,166,67,1.8537999999999997,0.018549535965851998,0.664940274928,1.13377688668,139315.8663965
366,167,67,1.01,0.3464629622,0.1880489,0.4087497,15477.2323986568
367,168,67,2.93,0.8488878569196,0.74858682,1.21831347,258.81949033548005
368,170,67,3.87,1.7051679300000002,0.6568759999999999,1.0849530000000003,238.91029877121235
369,169,68,0.3535,1.5925952800000002e-06,0.09975305871999998,0.248067632,1170702.0135961184
370,171,68,1.4924000000000004,0.34776652945,0.35879168693999997,0.6967725324,39035.86533835721
371,172,68,0.891,0.47851756495923997,0.11491703280000001,0.2766405174999999,256049.51585697324
372,173,68,2.6,0.793541952,0.6197,1.0618475,121.18638343467293
373,172,69,1.882,0.46280815776,0.49130228000000004,0.869535341,330319.45656193706
374,173,69,1.295,0.3822676068,0.29429799999999995,0.599472,42796.105692930214
375,174,69,3.08,1.74981430047,0.38960199999999995,0.74145,467.43319324802417
376,175,70,0.4701,0.07556040087035001,0.112734924,0.26918242000000003,521655.44366479496
377,177,70,1.3975,0.16799616459935002,0.42328388829999997,0.781837962,9925.164803299713
378,179,70,2.42,0.7355991399999999,0.6185499999999999,1.06585086,692.4936196267024
379,177,71,0.4968,0.029992266787300003,0.1336436932,0.31605770599999994,828204.3642394259
380,178,71,2.0975,0.11006750520000001,0.7365434268000001,1.2251098250000003,2458.352349674794
381,179,71,1.404,0.025291464799999996,0.4869016703,0.8918068648999999,23839.092855649233
382,180,71,3.1,1.4705723355199998,0.561486,0.992197,493.4017039840255
383,183,71,3.57,0.4030309999999999,1.253609,1.91336,83.67631237155987
384,181,72,1.0360999999999998,0.5121516621928001,0.121439415,0.29559320679999995,5283864.816475665
385,182,72,0.381,0.22832332,0.0329,0.07659999999999999,405190483422271.6
386,183,72,2.01,0.46581669999999975,0.5415551000000001,1.0026282,5287.188785849874
387,184,72,1.34,0.21011054999999998,0.30418,0.62725,21398.052846465107
388,182,73,1.8155,1.2492447413851786,0.12783736480000002,0.30444187800000005,14302209.224874211
389,183,73,1.0720999999999998,0.22803962763439997,0.187836382,0.42325803999999995,635709.1428173129
390,184,73,2.866,1.5458463675792,0.41485211000000005,0.796943,45185.20868064233
391,185,73,1.994,0.12141862457000001,0.6385337000000001,1.1078197,4276.148101194888
392,186,73,3.9,1.1552060000000006,1.0635929999999998,1.6812009999999997,899.3760884901797
393,185,74,0.43119999999999997,-0.0016096400000000788,0.126878544,0.305931096,9361128.750113763
394,187,74,1.3125,0.5141150867627201,0.245250620979,0.51786028027,123610.11110336639
395,188,74,0.349,0.0017743130839,0.09895910495,0.24778788499999999,8697996.859959234
396,190,74,1.21,0.079295,0.31,0.598788,2596.8510736001344
397,188,75,2.1204199999999997,0.05756373430417999,0.7641887299878,1.2821013892170001,88318.90501314057
398,189,75,1.008,0.020812275000000158,0.324277475,0.6629102499999999,126206.96217696652
399,190,75,3.125,1.3423428380999995,0.632767,1.0961585,259.68510736001343
400,191,76,0.31360000000000005,0.034299215,0.03773,0.10479999999999999,1868486.2844767685
401,193,76,1.1419000000000004,0.053769966430315994,0.35415926242,0.7032389735000001,154928.135050984
402,194,77,2.2283000000000004,0.090281120211718,0.798373730964,1.3347813642,99615.20718330114
403,195,77,1.1016,0.0070274556,0.32614877000000003,0.6608646000000001,11893.577917088614
404,196,77,3.21,0.23590872000000002,1.158603,1.802319,75.0201421262261
405,197,78,0.72,0.00770969518,0.19511662000000002,0.43933235999999987,103310.52626103413
406,199,78,1.7050999999999994,0.154634139054,0.54884395322,0.9975888658,2666.1004355628043
407,199,79,0.45230000000000004,0.081506863432,0.08232900000000001,0.2111789,391272.7449614794
408,200,79,2.263,0.2724968280232832,0.7360165652799999,1.2530887370000001,4189.58639874155
409,202,79,2.992,0.13900707199999984,1.101171688,1.7518212400000002,40.97253916124656
410,203,79,2.126,0.007177729999999999,0.7762139,1.3159112,86.5617024533378
411,203,80,0.49210000000000004,0.22771160512000002,0.0578746359,0.154910191,5809882.969944108
412,205,80,1.533,0.00478867037,0.5378193609999999,0.9894433295,444.9271506101564
413,206,80,1.308,0.09547778977,0.400353,0.78216,720.1933644117705
414,206,81,1.5322,4.062528999999999e-05,0.5383671348900001,0.9932002173,363.73227370892545
415,207,81,1.418,0.002133167960000071,0.49158559356000003,0.9242812384799999,412.89932070242133
416,208,81,4.998399999999999,3.3762095014400004,0.5594658173,1.021133765,264.2728775900403
417,209,81,3.97,2.131586174622963,0.6482426339999999,1.1480619,187.14640070411633
418,210,81,5.481,2.3002900000000004,1.21609,1.9646199999999998,112.53021318933915
419,211,82,1.366,0.06350524554656001,0.4462446162999999,0.854249552,3124.8774585654946
420,212,82,0.569,0.11478173728824,0.10155308799999999,0.25352997,55167.504207561244
421,214,82,1.018,0.22280115247470003,0.224639819,0.49418422999999995,2342.359668387321
422,210,83,1.1612,-0.00019999999999997797,0.389,0.7724,624740.0438824259
423,211,83,0.573,0.045709313999999994,0.00047720400000000006,0.001107036,185.24204325014293
424,212,83,2.2515,0.10259444192600001,0.493770988,0.8468231099999998,5241.3110835496045
425,213,83,1.422,0.12297537161299997,0.42634227277,0.8245016371800001,3946.3480148476715
426,214,83,3.269,1.4761535760295998,0.6411353577607,1.1308235135900002,1706.1311553552891
427,215,83,2.171,0.3309708149999999,0.6415682,1.144346,657.8689386453673
428,218,83,4.859,1.3880120000000002,1.340364,2.1306239999999996,47.60893634933579
429,220,85,3.764,0.4431236,1.057874,1.689664,321.14391610188324
430,221,86,1.194,0.08995423475756283,0.24051976,0.4458114539999999,2164.042561333445
431,223,86,2.007,0.31830767592227993,0.5725651062999999,1.0670077257,2103.449369616109
432,225,86,2.714,0.6687297938494944,0.7306579999999999,1.2893669845000002,403.3775334325543
433,223,87,1.1490999999999998,0.02477454687350657,0.3493085397,0.7167461324000001,1904.3574539734318
434,224,87,2.923,0.49473910499999985,0.897227415,1.53103348,288.250469169615
435,226,87,3.853,0.45145771554645625,1.1910205,1.9465840000000003,70.69205700355921
436,227,87,2.505,0.36156738080999995,0.7124328800000002,1.2631463,213.8074050597443
437,228,87,4.444,0.8006815,1.4037397999999999,2.2395787,54.82241155378061
438,229,87,3.106,0.602741815685834,0.8826763000000001,1.4867483000000001,72.42329105262598
439,231,87,3.864,0.2406006900000004,1.3933819099999998,2.2300174,25.391432719645763
440,232,87,5.576,0.21809869888332115,2.095627,3.14092,7.934822724889299
441,227,88,1.3279000000000003,0.04814766600000031,0.42362825400000004,0.85612408,3652.9038435308553
442,229,88,1.872,0.0,0.60685,1.1462,346.2468098133512
443,227,89,0.0448,3.3978995183305506e-05,0.0097989899827,0.02854899995,991214292.7044604
444,228,89,2.1238,0.8712843815500001,0.35064144902,0.70124667,31941.268205281653
445,229,89,1.104,0.008598816000000009,0.359953025,0.735448159,5427.418743824281
446,230,89,2.976,0.5323652000000001,0.9004920499999999,1.54314275,176.00879498845353
447,231,89,1.947,0.407447759101478,0.5114010999999999,0.9901089999999999,649.2127684000336
448,232,89,3.708,1.1476978658677774,0.9762594,0.0,171.68070986578664
449,233,89,2.576,0.3409000000000002,0.91625,1.3188499999999999,206.30539084712177
450,231,90,0.3915,0.0018846186225999996,0.07562588912200001,0.19765202461999995,132802.96390391086
451,233,90,1.2422,0.02083168087999987,0.40493347332000007,0.8164348458,1889.6419645563642
452,235,90,1.729,0.04697400000000007,0.586315,1.095711,623.2442576640323
453,236,90,0.921,-0.002483880000000105,0.28940388,0.6340800000000001,3246.063842000168
454,233,91,0.5703,0.18731093634981136,0.06692500374,0.1755547106,3362402.7700974536
455,234,91,2.194,1.396405015,0.243682345,0.55391264,34797.8043862418
456,236,91,2.889,0.8713171099999997,0.7233024899999999,1.2943804,787.711492325374
