#,A,Z,Q[MeV],Egamma[MeV],Eelec[MeV],Eneutrino[MeV],tau[s]
285,145,55,7.462,0.5599006781940001,2.7819522,3.4690216000000005,0.8468619890018215
286,146,55,9.556,0.24493299999999962,4.176036,5.135031,0.4645478031662462
287,139,56,2.3085,0.0441188264358495,0.891511963653,1.3699290091100003,7178.561984455305
288,140,56,1.044,0.17621015083209005,0.27408029999999994,0.5365319999999999,1589397.5058948149
289,141,56,3.197,0.8727140870999996,0.9222226753,1.4020632376000004,1581.482303822481
290,142,56,2.182,1.0358477283860001,0.37970304,0.69938048,917.5540460053808
291,143,56,4.234,1.08654616,1.3006652,1.84678864,20.91907809288997
292,144,56,3.083,0.46923127366500006,0.9860583999999998,1.4814954,16.59099297022308
293,145,56,5.319,2.042413898,1.27671253,1.8131415,6.218015626231432
294,146,56,4.3549,0.7056164999999996,1.5139623000000002,2.1353212,3.1883560403646087
295,147,56,6.414,0.409550436,2.6061066,3.2465279999999996,1.2897693665547332
296,148,56,5.164,0.16055224924,1.47418,1.93451,0.8829293650240456
297,140,57,3.7621999999999995,2.3075313908974198,0.5256409278199999,0.9085807288000001,209233.06920593826
298,141,57,2.501,0.026148233199999593,0.987130527,1.4877212398000002,20359.312417025052
299,142,57,4.509,2.32953849,0.8607663999999999,1.31869511,7885.771093499075
300,143,57,3.435,0.26304666269999993,1.2973137,1.8615173600000001,1229.176174837397
301,144,57,5.582,2.3148842999999992,1.3525134000000003,1.9146023,58.86195766826972
302,145,57,4.23,0.7309314093,0.7602831600000002,1.20716515,35.77883701404629
303,146,57,6.405,-0.9431279999999997,4.0975883,3.2505397,10.76706088410816
304,147,57,5.336,0.2773449238,2.18739282,2.7892156,5.857341866009191
305,148,57,7.69,1.2324967,2.8430972,3.6144061000000005,1.817795751520094
306,150,57,8.536,0.0513402,3.2944119,4.46329338,0.8511900741244884
307,141,58,0.5835,0.0702491139,0.14611600000000002,0.33644999999999997,4051586.2702223407
308,143,58,1.4617999999999998,0.24893017231164,0.4020845921,0.7390918669999998,171594.7252413496
309,144,58,0.31860000000000005,0.014806813499999998,0.0821086,0.2077741,35513704.290211886
310,145,58,2.56,0.7714769908,0.5961943799999999,0.9982498900000001,260.55072438454675
311,146,58,1.05,0.3000553026519999,0.23215723700000002,0.49065545000000005,1167.7173660955268
312,147,58,3.43,0.6059437999999999,1.1455814,1.6784748000000005,81.36800030613755
313,148,58,2.137,0.29207207920499995,0.5804375,0.961176,81.94507832249312
314,151,58,5.555,0.0,0.0,0.21972999999999998,2.539143271964576
315,143,59,0.9341,-0.00038000230003998325,0.31508000074484,0.6194000015552,1691484.9153001835
316,144,59,2.9974000000000007,0.02885759021706,1.2084826981514,1.7570377133860002,1495.786218393677
317,145,59,1.806,0.018099238400249996,0.6747770903,1.1116379014,31079.113648846407
318,146,59,4.25,0.8392932800000001,1.3952063000000001,2.01550042,2085.271412100908
319,147,59,2.703,0.7839874224999999,0.736969131,1.1629709,1163.3892809728602
320,148,59,4.873,0.9675328940000001,1.6435941260000002,2.26187298,198.22629861814363
321,149,59,3.336,0.3747970488199999,0.83757025,1.31121081,195.62944754454352
322,150,59,5.379,0.559416531706,2.02585851,2.6989387000000002,8.930282303102684
323,151,59,4.164,0.4454718492,1.4226985259999998,2.05557147,27.266936272801416
324,152,59,6.39,1.6310922999999997,2.0306906,2.7282171,5.150421295973599
325,147,60,0.8952,0.09637442977999996,0.233919654564,0.488175591,1374876.832406855
326,149,60,1.6888999999999994,0.29237152226999963,0.49986865892999993,0.8966598187999999,8964.32990606766
327,151,60,2.443,0.838176891503,0.593075578,0.9926309370000002,1076.8275785195224
328,152,60,1.105,-0.49618549999999984,0.5462383999999999,1.0549471,986.803407968051
